title,summary,pdf_url,arxiv_link
Design of Ligand-Binding Proteins with Atomic Flow Matching,"Designing novel proteins that bind to small molecules is a long-standing
challenge in computational biology, with applications in developing catalysts,
biosensors, and more. Current computational methods rely on the assumption that
the binding pose of the target molecule is known, which is not always feasible,
as conformations of novel targets are often unknown and tend to change upon
binding. In this work, we formulate proteins and molecules as unified
biotokens, and present AtomFlow, a novel deep generative model under the
flow-matching framework for the design of ligand-binding proteins from the 2D
target molecular graph alone. Operating on representative atoms of biotokens,
AtomFlow captures the flexibility of ligands and generates ligand conformations
and protein backbone structures iteratively. We consider the multi-scale nature
of biotokens and demonstrate that AtomFlow can be effectively trained on a
subset of structures from the Protein Data Bank, by matching flow vector field
using an SE(3) equivariant structure prediction network. Experimental results
show that our method can generate high fidelity ligand-binding proteins and
achieve performance comparable to the state-of-the-art model RFDiffusionAA,
while not requiring bound ligand structures. As a general framework, AtomFlow
holds the potential to be applied to various biomolecule generation tasks in
the future.",http://arxiv.org/pdf/2409.12080v1,http://arxiv.org/abs/2409.12080v1
Denoising diffusion models for high-resolution microscopy image restoration,"Advances in microscopy imaging enable researchers to visualize structures at
the nanoscale level thereby unraveling intricate details of biological
organization. However, challenges such as image noise, photobleaching of
fluorophores, and low tolerability of biological samples to high light doses
remain, restricting temporal resolutions and experiment durations. Reduced
laser doses enable longer measurements at the cost of lower resolution and
increased noise, which hinders accurate downstream analyses. Here we train a
denoising diffusion probabilistic model (DDPM) to predict high-resolution
images by conditioning the model on low-resolution information. Additionally,
the probabilistic aspect of the DDPM allows for repeated generation of images
that tend to further increase the signal-to-noise ratio. We show that our model
achieves a performance that is better or similar to the previously
best-performing methods, across four highly diverse datasets. Importantly,
while any of the previous methods show competitive performance for some, but
not all datasets, our method consistently achieves high performance across all
four data sets, suggesting high generalizability.",http://arxiv.org/pdf/2409.12078v1,http://arxiv.org/abs/2409.12078v1
Unsupervised Domain Adaptation Via Data Pruning,"The removal of carefully-selected examples from training data has recently
emerged as an effective way of improving the robustness of machine learning
models. However, the best way to select these examples remains an open
question. In this paper, we consider the problem from the perspective of
unsupervised domain adaptation (UDA). We propose AdaPrune, a method for UDA
whereby training examples are removed to attempt to align the training
distribution to that of the target data. By adopting the maximum mean
discrepancy (MMD) as the criterion for alignment, the problem can be neatly
formulated and solved as an integer quadratic program. We evaluate our approach
on a real-world domain shift task of bioacoustic event detection. As a method
for UDA, we show that AdaPrune outperforms related techniques, and is
complementary to other UDA algorithms such as CORAL. Our analysis of the
relationship between the MMD and model accuracy, along with t-SNE plots,
validate the proposed method as a principled and well-founded way of performing
data pruning.",http://arxiv.org/pdf/2409.12076v1,http://arxiv.org/abs/2409.12076v1
Online Refractive Camera Model Calibration in Visual Inertial Odometry,"This paper presents a general refractive camera model and online
co-estimation of odometry and the refractive index of unknown media. This
enables operation in diverse and varying refractive fluids, given only the
camera calibration in air. The refractive index is estimated online as a state
variable of a monocular visual-inertial odometry framework in an iterative
formulation using the proposed camera model. The method was verified on data
collected using an underwater robot traversing inside a pool. The evaluations
demonstrate convergence to the ideal refractive index for water despite
significant perturbations in the initialization. Simultaneously, the approach
enables on-par visual-inertial odometry performance in refractive media without
prior knowledge of the refractive index or requirement of medium-specific
camera calibration.",http://arxiv.org/pdf/2409.12074v1,http://arxiv.org/abs/2409.12074v1
Influence of dislocations in multilayer graphene stacks: A phase field crystal study,"In this work the influence of $5|7$ dislocations in multiplayer graphene
stacks (up to six layers) is examined. The study is conducted through a
recently developed Phase Field Crystal (PFC) model for multilayer systems
incorporating out-of-plane deformations and parameterized to match to density
functional theory calculations for graphene bilayers and other systems. The
specific configuration considered consists of one monolayer containing four
$5|7$ dislocations (i.e., two dislocation dipoles) sandwiched in between
perfect graphene layers. The study reveals how the strain field from the
dislocations in the defected layer leads to out-of-plane deformations that in
turn cause deformations of neighboring layers. Quantitative predictions are
made for the defect free energy of the multilayer stacks as compared to a
defect-free system, which is shown to increase with the number of layers and
system size. Furthermore it is predicted that system defect energy saturates by
roughly ten sheets in the stack, indicating the range of defect influence
across the multilayer. Variations of stress field distribution and layer height
profiles in different layer of the stack are also quantitatively identified.",http://arxiv.org/pdf/2409.12073v1,http://arxiv.org/abs/2409.12073v1
PAD-FT: A Lightweight Defense for Backdoor Attacks via Data Purification and Fine-Tuning,"Backdoor attacks pose a significant threat to deep neural networks,
particularly as recent advancements have led to increasingly subtle
implantation, making the defense more challenging. Existing defense mechanisms
typically rely on an additional clean dataset as a standard reference and
involve retraining an auxiliary model or fine-tuning the entire victim model.
However, these approaches are often computationally expensive and not always
feasible in practical applications. In this paper, we propose a novel and
lightweight defense mechanism, termed PAD-FT, that does not require an
additional clean dataset and fine-tunes only a very small part of the model to
disinfect the victim model. To achieve this, our approach first introduces a
simple data purification process to identify and select the most-likely clean
data from the poisoned training dataset. The self-purified clean dataset is
then used for activation clipping and fine-tuning only the last classification
layer of the victim model. By integrating data purification, activation
clipping, and classifier fine-tuning, our mechanism PAD-FT demonstrates
superior effectiveness across multiple backdoor attack methods and datasets, as
confirmed through extensive experimental evaluation.",http://arxiv.org/pdf/2409.12072v1,http://arxiv.org/abs/2409.12072v1
Fitting Multilevel Factor Models,"We examine a special case of the multilevel factor model, with covariance
given by multilevel low rank (MLR) matrix~\cite{parshakova2023factor}. We
develop a novel, fast implementation of the expectation-maximization (EM)
algorithm, tailored for multilevel factor models, to maximize the likelihood of
the observed data. This method accommodates any hierarchical structure and
maintains linear time and storage complexities per iteration. This is achieved
through a new efficient technique for computing the inverse of the positive
definite MLR matrix. We show that the inverse of an invertible PSD MLR matrix
is also an MLR matrix with the same sparsity in factors, and we use the
recursive Sherman-Morrison-Woodbury matrix identity to obtain the factors of
the inverse. Additionally, we present an algorithm that computes the Cholesky
factorization of an expanded matrix with linear time and space complexities,
yielding the covariance matrix as its Schur complement. This paper is
accompanied by an open-source package that implements the proposed methods.",http://arxiv.org/pdf/2409.12067v1,http://arxiv.org/abs/2409.12067v1
Drifts of the sub-stellar points of the TRAPPIST-1 planets,"Accurate modeling of tidal interactions is crucial for interpreting recent
JWST observations of the thermal emissions of TRAPPIST-1~b and c and for
characterizing the surface conditions and potential habitability of the other
planets in the system. Indeed, the rotation state of the planets, driven by
tidal forces, significantly influences the heat redistribution regime. Due to
their proximity to their host star and the estimated age of the system, the
TRAPPIST-1 planets are commonly assumed to be in a synchronization state. In
this work, we present the recent implementation of the co-planar tidal torque
and forces equations within the formalism of Kaula in the N-body code
Posidonius. This enables us to explore the hypothesis of synchronization using
a tidal model well suited to rocky planets. We studied the rotational state of
each planet by taking into account their multi-layer internal structure
computed with the code Burnman. Simulations show that the TRAPPIST-1 planets
are not perfectly synchronized but oscillate around the synchronization state.
Planet-planet interactions lead to strong variations on the mean motion and
tides fail to keep the spin synchronized with respect to the mean motion. As a
result, the sub-stellar point of each planet experiences short oscillations and
long-timescale drifts that lead the planets to achieve a synodic day with
periods varying from $55$~years to $290$~years depending on the planet.",http://arxiv.org/pdf/2409.12065v1,http://arxiv.org/abs/2409.12065v1
Quantum Magic and Multi-Partite Entanglement in the Structure of Nuclei,"Motivated by the Gottesman-Knill theorem, we present a detailed study of the
quantum complexity of $p$-shell and $sd$-shell nuclei. Valence-space nuclear
shell-model wavefunctions generated by the BIGSTICK code are mapped to qubit
registers using the Jordan-Wigner mapping (12 qubits for the $p$-shell and 24
qubits for the $sd$-shell), from which measures of the many-body entanglement
($n$-tangles) and magic (non-stabilizerness) are determined. While exact
evaluations of these measures are possible for nuclei with a modest number of
active nucleons, Monte Carlo simulations are required for the more complex
nuclei. The broadly-applicable Pauli-String $IZ$ exact (PSIZe-) MCMC technique
is introduced to accelerate the evaluation of measures of magic in deformed
nuclei (with hierarchical wavefunctions), by factors of $\sim 8$ for some
nuclei. Significant multi-nucleon entanglement is found in the $sd$-shell,
dominated by proton-neutron configurations, along with significant measures of
magic. This is evident not only for the deformed states, but also for nuclei on
the path to instability via regions of shape coexistence and level inversion.
These results indicate that quantum-computing resources will accelerate
precision simulations of such nuclei and beyond.",http://arxiv.org/pdf/2409.12064v1,http://arxiv.org/abs/2409.12064v1
"Post-Keplerian perturbations of the hyperbolic motion in the field of a massive, rotating object","The perturbations of the hyperbolic motion of a test particle due to the
general relativistic gravitoelectromagnetic Schwarzschild and Lense-Thirring
components of the gravitational field of a massive, rotating body are
analytically worked out to the first post-Newtonian level. To the Newtonian
order, the impact of the quadrupole mass moment of the source is calculated as
well. The resulting analytical expressions are valid for a generic orientation
in space of both the orbital plane of the probe and the spin axis of the
primary, and for arbitrary values of the eccentricity. They are applied first
to 'Oumuamua, an interstellar asteroid which recently visited our solar system
along an unbound heliocentric orbit. While its gravitoelectric shifts occurred
close to the Sun's flyby are less than some tens of milliarcseconds, those due
to the solar oblateness and angular momentum are of the order of
microarcseconds throughout the whole trajectory. Comparable values occur for
the post-Newtonian shifts of the Near Earth Asteroid Rendezvous (NEAR)
spacecraft during its flyby of the Earth, while those due to the oblateness of
the latter are nominally several orders of magnitude larger. The current
(formal) uncertainty in the quadrupole mass moment of the geopotential would
bring the mismodeling of such classical effects below the nominal value of the
predicted relativistic disturbances. The hyperbolic excess velocity is not
changed by any of the post--Keplerian accelerations considered. The
calculational approach developed can be straightforwardly extended to any
alternative models of gravity as well.",http://arxiv.org/pdf/2409.12063v1,http://arxiv.org/abs/2409.12063v1
Generalized Robot Learning Framework,"Imitation based robot learning has recently gained significant attention in
the robotics field due to its theoretical potential for transferability and
generalizability. However, it remains notoriously costly, both in terms of
hardware and data collection, and deploying it in real-world environments
demands meticulous setup of robots and precise experimental conditions. In this
paper, we present a low-cost robot learning framework that is both easily
reproducible and transferable to various robots and environments. We
demonstrate that deployable imitation learning can be successfully applied even
to industrial-grade robots, not just expensive collaborative robotic arms.
Furthermore, our results show that multi-task robot learning is achievable with
simple network architectures and fewer demonstrations than previously thought
necessary. As the current evaluating method is almost subjective when it comes
to real-world manipulation tasks, we propose Voting Positive Rate (VPR) - a
novel evaluation strategy that provides a more objective assessment of
performance. We conduct an extensive comparison of success rates across various
self-designed tasks to validate our approach. To foster collaboration and
support the robot learning community, we have open-sourced all relevant
datasets and model checkpoints, available at huggingface.co/ZhiChengAI.",http://arxiv.org/pdf/2409.12061v1,http://arxiv.org/abs/2409.12061v1
PARAPHRASUS : A Comprehensive Benchmark for Evaluating Paraphrase Detection Models,"The task of determining whether two texts are paraphrases has long been a
challenge in NLP. However, the prevailing notion of paraphrase is often quite
simplistic, offering only a limited view of the vast spectrum of paraphrase
phenomena. Indeed, we find that evaluating models in a paraphrase dataset can
leave uncertainty about their true semantic understanding. To alleviate this,
we release paraphrasus, a benchmark designed for multi-dimensional assessment
of paraphrase detection models and finer model selection. We find that
paraphrase detection models under a fine-grained evaluation lens exhibit
trade-offs that cannot be captured through a single classification dataset.",http://arxiv.org/pdf/2409.12060v1,http://arxiv.org/abs/2409.12060v1
Dual-Layer Training and Decoding of Large Language Model with Simultaneously Thinking and Speaking,"Large Language Model can reasonably understand and generate human expressions
but may lack of thorough thinking and reasoning mechanisms. Recently there have
been several studies which enhance the thinking ability of language models but
most of them are not data-driven or training-based. In this paper, we are
motivated by the cognitive mechanism in the natural world, and design a novel
model architecture called TaS which allows it to first consider the thoughts
and then express the response based upon the query. We design several pipelines
to annotate or generate the thought contents from prompt-response samples, then
add language heads in a middle layer which behaves as the thinking layer. We
train the language model by the thoughts-augmented data and successfully let
the thinking layer automatically generate reasonable thoughts and finally
output more reasonable responses. Both qualitative examples and quantitative
results validate the effectiveness and performance of TaS. Our code is
available at https://anonymous.4open.science/r/TadE.",http://arxiv.org/pdf/2409.12059v1,http://arxiv.org/abs/2409.12059v1
Artemis: Efficient Commit-and-Prove SNARKs for zkML,"The widespread adoption of machine learning (ML) in various critical
applications, from healthcare to autonomous systems, has raised significant
concerns about privacy, accountability, and trustworthiness. To address these
concerns, recent research has focused on developing zero-knowledge machine
learning (zkML) techniques that enable the verification of various aspects of
ML models without revealing sensitive information. Recent advances in zkML have
substantially improved efficiency; however, these efforts have primarily
optimized the process of proving ML computations correct, often overlooking the
substantial overhead associated with verifying the necessary commitments to the
model and data. To address this gap, this paper introduces two new
Commit-and-Prove SNARK (CP-SNARK) constructions (Apollo and Artemis) that
effectively address the emerging challenge of commitment verification in zkML
pipelines. Apollo operates on KZG commitments and requires white-box use of the
underlying proof system, whereas Artemis is compatible with any homomorphic
polynomial commitment and only makes black-box use of the proof system. As a
result, Artemis is compatible with state-of-the-art proof systems without
trusted setup. We present the first implementation of these CP-SNARKs, evaluate
their performance on a diverse set of ML models, and show substantial
improvements over existing methods, achieving significant reductions in prover
costs and maintaining efficiency even for large-scale models. For example, for
the VGG model, we reduce the overhead associated with commitment checks from
11.5x to 1.2x. Our results suggest that these contributions can move zkML
towards practical deployment, particularly in scenarios involving large and
complex ML models.",http://arxiv.org/pdf/2409.12055v1,http://arxiv.org/abs/2409.12055v1
MMP for Enriques pairs and singular Enriques varieties,"We introduce and study the class of primitive Enriques varieties, whose
smooth members are Enriques manifolds. We provide several examples and we
demonstrate that this class is stable under the operations of the Minimal Model
Program (MMP). In particular, given an Enriques manifold $Y$ and an effective
$\mathbb{R}$-divisor $B_Y$ on $Y$ such that the pair $(Y,B_Y)$ is log
canonical, we prove that any $(K_Y+B_Y)$-MMP terminates with a minimal model
$(Y',B_{Y'})$ of $(Y,B_Y)$, where $Y'$ is a $\mathbb{Q}$-factorial primitive
Enriques variety with canonical singularities. Finally, we investigate the
asymptotic theory of Enriques manifolds.",http://arxiv.org/pdf/2409.12054v1,http://arxiv.org/abs/2409.12054v1
Numerical renormalization group calculations for magnetic impurity systems with spin-orbit coupling and crystal-field effects,"Exploiting symmetries in the numerical renormalization group (NRG) method
significantly enhances performance by improving accuracy, increasing
computational speed, and optimizing memory efficiency. Published codes focus on
continuous rotations and unitary groups, which generally are not applicable to
systems with strong crystal-field effects. The PointGroupNRG code implements
symmetries related to discrete rotation groups, which are defined by the user
in terms of Clebsch-Gordan coefficients, together with particle conservation
and spin rotation symmetries. In this paper we present a new version of the
code that extends the available finite groups, previously limited to simply
reducible point groups, in a way that all point and double groups become
accessible. It also includes the full spin-orbital rotation group. Moreover, to
improve the code's flexibility for impurities with complex interactions, this
new version allows to choose between a standard Anderson Hamiltonian for the
impurity or, as another novel feature, an ionic model that requires only the
spectrum and the impurity Lehmann amplitudes.",http://arxiv.org/pdf/2409.12050v1,http://arxiv.org/abs/2409.12050v1
A Survey-Based Quantitative Analysis of Stress Factors and Their Impacts Among Cybersecurity Professionals,"This study investigates the prevalence and underlying causes of work-related
stress and burnout among cybersecurity professionals using a quantitative
survey approach guided by the Job Demands-Resources model. Analysis of
responses from 50 cybersecurity practitioners reveals an alarming reality: 44%
report experiencing severe work-related stress and burnout, while an additional
28% are uncertain about their condition. The demanding nature of cybersecurity
roles, unrealistic expectations, and unsupportive organizational cultures
emerge as primary factors fueling this crisis. Notably, 66% of respondents
perceive cybersecurity jobs as more stressful than other IT positions, with 84%
facing additional challenges due to the pandemic and recent high-profile
breaches. The study finds that most cybersecurity experts are reluctant to
report their struggles to management, perpetuating a cycle of silence and
neglect. To address this critical issue, the paper recommends that
organizations foster supportive work environments, implement mindfulness
programs, and address systemic challenges. By prioritizing the mental health of
cybersecurity professionals, organizations can cultivate a more resilient and
effective workforce to protect against an ever-evolving threat landscape.",http://arxiv.org/pdf/2409.12047v1,http://arxiv.org/abs/2409.12047v1
Using Large Language Models to Generate Clinical Trial Tables and Figures,"Tables, figures, and listings (TFLs) are essential tools for summarizing
clinical trial data. Creation of TFLs for reporting activities is often a
time-consuming task encountered routinely during the execution of clinical
trials. This study explored the use of large language models (LLMs) to automate
the generation of TFLs through prompt engineering and few-shot transfer
learning. Using public clinical trial data in ADaM format, our results
demonstrated that LLMs can efficiently generate TFLs with prompt instructions,
showcasing their potential in this domain. Furthermore, we developed a
conservational agent named Clinical Trial TFL Generation Agent: An app that
matches user queries to predefined prompts that produce customized programs to
generate specific predefined TFLs.",http://arxiv.org/pdf/2409.12046v2,http://arxiv.org/abs/2409.12046v2
Handling Long-Term Safety and Uncertainty in Safe Reinforcement Learning,"Safety is one of the key issues preventing the deployment of reinforcement
learning techniques in real-world robots. While most approaches in the Safe
Reinforcement Learning area do not require prior knowledge of constraints and
robot kinematics and rely solely on data, it is often difficult to deploy them
in complex real-world settings. Instead, model-based approaches that
incorporate prior knowledge of the constraints and dynamics into the learning
framework have proven capable of deploying the learning algorithm directly on
the real robot. Unfortunately, while an approximated model of the robot
dynamics is often available, the safety constraints are task-specific and hard
to obtain: they may be too complicated to encode analytically, too expensive to
compute, or it may be difficult to envision a priori the long-term safety
requirements. In this paper, we bridge this gap by extending the safe
exploration method, ATACOM, with learnable constraints, with a particular focus
on ensuring long-term safety and handling of uncertainty. Our approach is
competitive or superior to state-of-the-art methods in final performance while
maintaining safer behavior during training.",http://arxiv.org/pdf/2409.12045v1,http://arxiv.org/abs/2409.12045v1
Quasiperiodic Floquet-Gibbs states in Rydberg atomic systems,"Open systems that are weakly coupled to a thermal environment and driven by
fast, periodically oscillating fields are commonly assumed to approach an
equilibrium-like steady state with respect to a truncated Floquet-Magnus
Hamiltonian. Using a general argument based on Fermi's golden rule, we show
that such Floquet-Gibbs states emerge naturally in periodically modulated
Rydberg atomic systems, whose lab-frame Hamiltonian is a quasiperiodic function
of time. Our approach applies as long as the inherent Bohr frequencies of the
system, the modulation frequency and the frequency of the driving laser, which
is necessary to uphold high-lying Rydberg excitations, are well separated. To
corroborate our analytical results, we analyze a realistic model of up to five
interacting Rydberg atoms with periodically changing detuning. We demonstrate
numerically that the second-order Floquet-Gibbs state of this system is
essentially indistinguishable from the steady state of the corresponding
Redfield equation if the modulation and driving frequencies are sufficiently
large.",http://arxiv.org/pdf/2409.12044v1,http://arxiv.org/abs/2409.12044v1
Understanding the Effects of the Baidu-ULTR Logging Policy on Two-Tower Models,"Despite the popularity of the two-tower model for unbiased learning to rank
(ULTR) tasks, recent work suggests that it suffers from a major limitation that
could lead to its collapse in industry applications: the problem of logging
policy confounding. Several potential solutions have even been proposed;
however, the evaluation of these methods was mostly conducted using
semi-synthetic simulation experiments. This paper bridges the gap between
theory and practice by investigating the confounding problem on the largest
real-world dataset, Baidu-ULTR. Our main contributions are threefold: 1) we
show that the conditions for the confounding problem are given on Baidu-ULTR,
2) the confounding problem bears no significant effect on the two-tower model,
and 3) we point to a potential mismatch between expert annotations, the golden
standard in ULTR, and user click behavior.",http://arxiv.org/pdf/2409.12043v1,http://arxiv.org/abs/2409.12043v1
ASR Benchmarking: Need for a More Representative Conversational Dataset,"Automatic Speech Recognition (ASR) systems have achieved remarkable
performance on widely used benchmarks such as LibriSpeech and Fleurs. However,
these benchmarks do not adequately reflect the complexities of real-world
conversational environments, where speech is often unstructured and contains
disfluencies such as pauses, interruptions, and diverse accents. In this study,
we introduce a multilingual conversational dataset, derived from TalkBank,
consisting of unstructured phone conversation between adults. Our results show
a significant performance drop across various state-of-the-art ASR models when
tested in conversational settings. Furthermore, we observe a correlation
between Word Error Rate and the presence of speech disfluencies, highlighting
the critical need for more realistic, conversational ASR benchmarks.",http://arxiv.org/pdf/2409.12042v1,http://arxiv.org/abs/2409.12042v1
SFDA-rPPG: Source-Free Domain Adaptive Remote Physiological Measurement with Spatio-Temporal Consistency,"Remote Photoplethysmography (rPPG) is a non-contact method that uses facial
video to predict changes in blood volume, enabling physiological metrics
measurement. Traditional rPPG models often struggle with poor generalization
capacity in unseen domains. Current solutions to this problem is to improve its
generalization in the target domain through Domain Generalization (DG) or
Domain Adaptation (DA). However, both traditional methods require access to
both source domain data and target domain data, which cannot be implemented in
scenarios with limited access to source data, and another issue is the privacy
of accessing source domain data. In this paper, we propose the first
Source-free Domain Adaptation benchmark for rPPG measurement (SFDA-rPPG), which
overcomes these limitations by enabling effective domain adaptation without
access to source domain data. Our framework incorporates a Three-Branch
Spatio-Temporal Consistency Network (TSTC-Net) to enhance feature consistency
across domains. Furthermore, we propose a new rPPG distribution alignment loss
based on the Frequency-domain Wasserstein Distance (FWD), which leverages
optimal transport to align power spectrum distributions across domains
effectively and further enforces the alignment of the three branches. Extensive
cross-domain experiments and ablation studies demonstrate the effectiveness of
our proposed method in source-free domain adaptation settings. Our findings
highlight the significant contribution of the proposed FWD loss for
distributional alignment, providing a valuable reference for future research
and applications. The source code is available at
https://github.com/XieYiping66/SFDA-rPPG",http://arxiv.org/pdf/2409.12040v1,http://arxiv.org/abs/2409.12040v1
Not-so-glass-like Caging and Fluctuations of an Active Matter Model,"Simple active models of matter recapitulate complex biological phenomena.
Their out-of-equilibrium nature, however, often makes these models beyond the
reach of first-principle descriptions. This limitation is particularly
perplexing when attempting to distinguish between different glass-forming
mechanisms. We here consider a minimal active system in various spatial
dimensions to identify the underlying processes at play. Activity is found to
markedly impact cage escape processes and critical fluctuations, thus offering
a distinct perspective on the role of activity sluggish dynamics.",http://arxiv.org/pdf/2409.12037v1,http://arxiv.org/abs/2409.12037v1
Topological Deep Learning with State-Space Models: A Mamba Approach for Simplicial Complexes,"Graph Neural Networks based on the message-passing (MP) mechanism are a
dominant approach for handling graph-structured data. However, they are
inherently limited to modeling only pairwise interactions, making it difficult
to explicitly capture the complexity of systems with $n$-body relations. To
address this, topological deep learning has emerged as a promising field for
studying and modeling higher-order interactions using various topological
domains, such as simplicial and cellular complexes. While these new domains
provide powerful representations, they introduce new challenges, such as
effectively modeling the interactions among higher-order structures through
higher-order MP. Meanwhile, structured state-space sequence models have proven
to be effective for sequence modeling and have recently been adapted for graph
data by encoding the neighborhood of a node as a sequence, thereby avoiding the
MP mechanism. In this work, we propose a novel architecture designed to operate
with simplicial complexes, utilizing the Mamba state-space model as its
backbone. Our approach generates sequences for the nodes based on the
neighboring cells, enabling direct communication between all higher-order
structures, regardless of their rank. We extensively validate our model,
demonstrating that it achieves competitive performance compared to
state-of-the-art models developed for simplicial complexes.",http://arxiv.org/pdf/2409.12033v1,http://arxiv.org/abs/2409.12033v1
PhysMamba: Efficient Remote Physiological Measurement with SlowFast Temporal Difference Mamba,"Facial-video based Remote photoplethysmography (rPPG) aims at measuring
physiological signals and monitoring heart activity without any contact,
showing significant potential in various applications. Previous deep learning
based rPPG measurement are primarily based on CNNs and Transformers. However,
the limited receptive fields of CNNs restrict their ability to capture
long-range spatio-temporal dependencies, while Transformers also struggle with
modeling long video sequences with high complexity. Recently, the state space
models (SSMs) represented by Mamba are known for their impressive performance
on capturing long-range dependencies from long sequences. In this paper, we
propose the PhysMamba, a Mamba-based framework, to efficiently represent
long-range physiological dependencies from facial videos. Specifically, we
introduce the Temporal Difference Mamba block to first enhance local dynamic
differences and further model the long-range spatio-temporal context. Moreover,
a dual-stream SlowFast architecture is utilized to fuse the multi-scale
temporal features. Extensive experiments are conducted on three benchmark
datasets to demonstrate the superiority and efficiency of PhysMamba. The codes
are available at https://github.com/Chaoqi31/PhysMamba",http://arxiv.org/pdf/2409.12031v1,http://arxiv.org/abs/2409.12031v1
Interlayer dislocations in multilayer and bulk MoS${}_2$,"Dislocations in van der Waals materials are linear defects confined to the
interfaces between consecutive stoichiometric monolayers of a bulk layered
crystal. Here, we present a mesoscale model for the description of interlayer
dislocations in thin films of transition metal dichalcogenides. Taking
2H-MoS${}_2$ as a representative material, we compute the dependence of the
dislocation energy on the film thickness, from few-layer MoS$_2$ to the bulk
crystal, and analyse the strain field in the layers surrounding a dislocation.
We also analyse the influence of strain field on the band edge profiles for
electrons and holes, and conclude that the resulting energy profiles are
incapable of localising charge carriers, in particular at room temperature.",http://arxiv.org/pdf/2409.12030v1,http://arxiv.org/abs/2409.12030v1
